STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
31,NE,0,5,129800,11220,113890,2460,122360,3800,80310,64730,374150,130360,40,40,0,0,5200,40540,17773507,129800,18006443,114730,12648297,76470,107620,51840,265981,48730,194478,45350,45070,23920,302719,48270,613734,43450,1794625,7710,750,2915,27170,676204,20070,601460,54630,232936,7870,2146,790,11479,6330,61381,3480,19871,20240,22381,108240,2552848,108210,2502825,21160,45625,20650,633125,3135508,4300,86933,18510,132225,1640,3516,18300,98872,15400,11491,19690,180623,20670,191661,15820,135354,70,288,720,265,510,1248,18790,175721,1030,15970,37730,251608,129700,14269254,129470,2109857,20,92,90,842,78070,245768,17910,2799,17480,9805,12960,15474,0,0,61560,203807,60,119,20480,80263,0,0,130,1815,170,363,127150,1996785,0,0,0,0,0,0,9200,8499,0,0,128710,1858400,129020,1967040,100,38,0,0,51390,269020,76530,306811,70360,262264,7060,44096
31,NE,0,6,34270,2360,30420,220,32400,790,26200,8600,102570,37750,0,0,0,0,30,11230,15655159,34270,15850592,29840,7444923,28050,223426,22400,671814,21610,534639,11190,52765,7580,316378,22170,1984573,10740,744272,770,0,0,6170,178522,14440,2947832,13870,195433,680,170,1350,37480,4650,62107,70,789,0,0,18100,431772,18090,421536,3770,8237,14820,869293,8794474,170,7240,10390,232582,3700,10560,12200,112207,10320,11526,14530,142497,14840,152562,11380,145205,20,176,560,132,1810,26469,14190,417232,650,16234,16710,516799,34260,13713533,34220,3178689,200,2356,0,0,23780,90746,11050,13030,3100,1565,0,0,0,0,12750,42778,0,0,7610,52701,0,0,0,0,0,0,33550,3132959,0,0,0,0,0,0,0,0,0,0,34190,3083072,34230,3262987,12880,21720,19010,75589,17560,452387,15060,368309,9910,125043,5360,204136
32,NV,0,1,465560,328020,47380,83680,411810,27100,221060,311700,659020,207000,11720,4830,6900,1530,88270,87130,6238404,465560,6328549,365230,5023772,46950,33197,24820,52578,21970,30549,810,659,89580,489908,24330,22513,61680,596171,480,13230,53919,20430,41178,6640,1037,82790,90145,730,172,40,304,3960,11795,1270,4278,12260,9579,457300,6244104,457300,6130971,62620,113102,7910,164289,121931,5020,59031,280,585,5900,6598,5040,13853,3610,1906,6250,20508,7390,25089,4410,43990,20,168,290,475,40,40,4930,11322,740,7825,17510,11930,208050,1168520,207530,119397,0,0,4770,1827,83400,30137,1110,56,2840,976,16700,8350,24390,3993,41640,16071,30,30,68140,95883,17510,118047,18090,117204,11650,6295,420250,997507,166870,432761,146410,375276,97130,154293,22390,18662,9150,6758,147010,89223,209730,193937,0,0,0,0,43600,40703,392640,842248,390780,835901,2210,3779
32,NV,0,2,394730,212950,77910,95000,355880,20670,195910,286510,732320,262630,7500,3640,3860,190,82730,69880,14294378,394730,14414230,350670,12240367,49390,40630,25290,73860,22760,45021,2610,2205,48920,312341,25090,56561,61220,1135597,370,15200,70642,48320,331541,7990,64479,65500,119852,4730,1133,200,2389,4450,17764,4820,18119,28440,26427,375610,5968055,375610,5888310,42820,79746,19150,427445,735133,9650,116190,1270,2802,15450,28132,13640,34489,11670,8277,16260,63606,18510,77648,12370,116952,300,1650,660,955,130,456,14850,56634,3540,43253,30630,52771,391540,7784524,389790,854219,0,0,9450,7925,184330,227132,5960,698,17450,11093,27200,26605,55230,10588,133520,172917,2730,4297,29070,70748,15340,96164,16180,103340,18670,12026,383500,1537948,91870,196732,82910,175832,91510,184599,18010,14400,4780,4325,288070,627145,304960,712538,0,0,0,0,57100,88514,335400,908099,333200,900305,2770,6506
32,NV,0,3,207440,89900,82040,31070,184880,11530,108400,134360,429010,140170,2000,370,1630,0,28500,54580,12753464,207440,12862425,176910,9980893,48560,48983,26480,97732,23990,62242,3260,3606,28630,245499,25700,101730,53790,1545676,450,8940,41420,40480,592966,7710,92708,46570,108961,5900,1475,190,2005,3640,19051,3990,17198,21300,22700,184260,3336592,184260,3273277,33700,63206,23180,554528,1460415,8830,112104,2370,7496,19170,37886,19040,49309,15990,10951,20790,91535,22840,102828,17680,174704,530,3499,1720,2671,370,1113,19040,82036,4720,71849,22730,62905,207010,8753925,206540,1077224,0,0,3780,8805,89950,204529,7180,1173,9540,5724,13110,14510,11880,1905,71690,169907,2420,6974,17920,51780,4050,32061,5380,40650,7060,6754,202790,1265778,1410,579,850,358,19640,36145,8790,7484,240,310,185460,872696,190040,935501,0,0,0,0,48770,109902,158100,433290,155540,422894,3650,10407
32,NV,0,4,126840,37830,75090,11800,113260,7070,68560,77170,293590,91800,440,0,440,0,13200,39020,10972301,126840,11059797,106730,8143175,41370,48755,23540,102876,21330,67280,2710,3713,19700,216583,22520,129194,41150,1567724,290,5590,24161,29380,555015,6740,112036,28860,87496,3410,912,260,3362,2450,14893,2390,12251,10520,11146,107010,2198251,107000,2151477,23610,46729,19740,528459,1720237,5970,82210,1620,6633,16060,34802,17070,49016,13840,10065,17900,89234,19510,98770,15600,169048,180,880,800,1216,60,157,16250,80498,3730,70624,17780,63382,126660,8150146,126480,1075668,20,128,1450,6068,56780,161536,6800,1549,7220,4483,8340,9717,0,0,47340,132945,1770,7973,12600,41653,290,2027,1840,13071,2810,3957,124570,1160436,0,0,0,0,3670,6421,5820,4981,0,0,122290,913872,123400,966123,0,0,0,0,35030,104238,91230,295028,88810,283370,2680,10711
32,NV,0,5,172730,32490,129400,9310,154610,10610,99110,85520,435860,134170,50,0,50,0,10990,57390,23288419,172730,23505842,145300,16293807,79480,147351,50260,339374,46220,236378,8050,15069,31860,542595,49230,654638,66450,3587751,500,6120,27642,41290,907217,18530,557230,49540,217423,7890,2260,1590,26760,6300,49936,5010,29102,15680,17811,130740,2913651,130740,2849253,31440,64372,42030,1400718,5927445,9150,144106,5650,40617,34050,87108,38300,142637,31220,27319,39090,244979,41800,265396,35550,456922,1330,8643,3260,4150,1470,7379,36730,252482,9260,259779,35780,214443,172550,18720489,172430,2877230,20,136,800,4876,86690,261827,16810,7409,13490,8599,11550,14057,0,0,69000,201181,3060,18620,21580,96621,0,0,980,6139,2390,5674,169930,2879097,0,0,0,0,210,469,8950,8093,0,0,171190,2615048,171600,2738508,910,254,50,25,67780,326139,104440,459269,98370,406237,7760,56186
32,NV,0,6,59660,10340,45970,1790,53830,3510,44940,15660,147120,42720,0,0,0,0,300,23660,37935148,59660,38281212,47780,13442440,44650,899178,33820,1892114,31970,1425935,5200,60103,14610,1025660,36440,8404950,22790,2028500,130,360,1987,15080,391786,23320,6000107,20660,346064,770,202,2050,73141,7380,85902,1160,10400,0,0,28570,644150,28560,625511,8660,17996,30750,2884004,25577480,1240,28173,6580,287819,22790,108802,28630,250898,19380,23845,29450,243639,30690,274406,24670,452820,490,4945,2210,1820,5040,198821,27460,778361,6920,865846,25600,976931,59550,33193903,59500,8295763,1530,21974,0,0,32860,266895,16450,107341,2900,1843,0,0,0,0,15130,43766,460,4278,13070,126122,0,0,20,147,260,982,58360,8625550,0,0,0,0,0,0,0,0,0,0,59380,7982766,59510,8484789,22420,52364,33320,320569,29790,1076357,29190,1273409,19710,363003,10960,840468
33,NH,0,1,194970,154770,18830,17450,168740,13180,66010,119320,201490,39450,8960,1550,7410,430,21300,45040,2323842,194970,2364835,152940,1770528,35310,20652,20530,36199,18460,22538,460,165,23500,173163,15910,21057,33040,317402,160,2500,10010,11610,23488,1650,4639,29430,40993,220,48,0,0,2410,8085,430,1558,8030,8145,190750,2367437,190750,2305229,33600,62190,3600,86223,71138,2890,45021,460,468,20,15,2520,16882,1480,518,2600,15618,2990,17758,1670,13006,0,0,0,0,20,31,1670,2971,0,0,5110,4263,76130,442005,74460,44605,0,0,1540,870,21070,7222,850,38,550,202,4430,2496,6870,1071,6540,2641,0,0,20080,29662,7780,57757,7930,55395,3830,2127,175310,296886,47160,92673,40250,82681,19490,28630,5590,4745,4570,4048,60700,37115,77430,69558,0,0,0,0,15850,15947,165570,242655,164140,239068,1670,2612
33,NH,0,2,163360,106640,29010,23570,147730,7460,59740,118560,244760,55430,4590,1010,3580,0,29350,37280,5997164,163360,6088152,141230,4885188,35840,26152,20790,55143,19010,36196,2200,1093,18450,247697,16190,48776,31510,570794,160,4920,22525,28790,205393,2810,17327,41900,90988,2690,625,310,3529,4410,20865,3070,12018,25410,29345,156190,2364002,156190,2318145,23730,46171,7330,166552,294148,3850,63075,1760,2565,80,70,6170,40588,4470,1764,6000,37542,6840,42809,4900,38708,40,288,150,55,0,0,4700,10107,90,758,15400,28612,161810,3441022,160450,378020,0,0,6750,6490,57030,62574,4870,290,5540,3119,10830,11074,22410,4129,33470,43753,50,62,14650,43192,9990,66875,10570,69687,10180,6636,159060,644238,24000,47043,19820,38675,22500,40064,5820,5004,2380,2615,136110,315738,142160,366570,0,0,0,0,21000,36073,141370,313001,139620,307417,2500,5598
33,NH,0,3,105580,52530,38990,11290,94860,5570,46390,69990,189810,45700,1720,140,1580,0,14560,32300,6509310,105580,6601800,90440,4970653,36310,31607,22270,78298,20530,53002,5630,2723,15230,249015,17870,81669,28890,747018,50,3070,18360,24410,383313,3720,38123,33210,92490,3580,889,420,5331,3550,22871,3660,17293,18090,21508,94700,1673572,94700,1635525,19820,38569,11330,251397,718695,3930,68799,4610,10394,80,69,10510,69635,8150,3933,10700,74873,11080,76823,9020,74803,100,596,200,101,40,288,7650,20206,90,863,14560,42770,105230,4548014,104930,563386,0,0,1590,4407,39230,76934,7720,716,4590,2500,6200,7522,5180,889,27110,61856,60,114,12380,44199,1220,9955,2670,19920,3080,3329,103830,707118,30,14,20,12,5880,9536,4530,4277,0,0,98300,486975,100560,536312,0,0,0,0,21780,51676,83960,219897,81880,212559,3090,8127
33,NH,0,4,73050,21470,45680,4720,65470,3140,34480,45790,159570,40950,480,0,480,0,7410,24740,6342678,73050,6419333,62970,4710862,31090,31615,19460,86064,17920,60303,6380,3739,12080,217257,15430,98596,23380,760499,0,2070,12740,18490,382917,2550,34181,22140,76655,2170,567,210,3516,1560,12132,1830,9326,9930,11843,63270,1328217,63270,1297470,15060,30413,9320,221349,831682,2330,47133,4190,13791,0,0,8660,61642,6550,3287,8490,65825,9200,71547,7700,68554,70,455,150,55,170,355,6600,21404,120,980,11590,41907,72890,4730153,72710,615244,0,0,520,2586,30610,76585,5420,3970,4010,2278,4760,6251,0,0,23350,62589,160,510,9620,39071,20,119,780,5353,970,1461,72180,709212,0,0,0,0,350,520,2840,2751,0,0,71400,538448,71940,583794,0,0,0,0,16830,49750,55450,175528,53400,167362,1930,7034
33,NH,0,5,122850,17880,100010,3760,110600,6670,62290,63770,315830,93410,90,0,90,0,7200,41170,16881619,122850,17100522,108610,12623514,68000,91263,47350,313311,44270,231188,23730,19160,24050,654603,40250,486317,42960,1938167,0,3380,23340,28090,696926,9550,233830,45340,218903,6590,1769,1870,32679,5040,50407,3760,21909,17650,20576,101720,2341568,101720,2294122,23300,48624,21550,622804,3256889,3800,90642,11930,56895,100,1185,20680,182220,15850,10629,20130,175981,21390,189273,18350,209916,170,1158,870,470,390,3289,17740,93368,540,6636,26940,149205,122750,13769943,122630,2098076,60,367,90,563,66320,183722,17480,4617,12340,7140,9770,13470,0,0,51080,143085,220,780,19520,107575,0,0,100,691,290,615,121950,2171989,0,0,0,0,0,0,7890,7877,0,0,122170,1912090,122370,2033535,320,80,0,0,44450,188629,78750,326204,73900,289041,7130,48689
33,NH,0,6,44470,3460,38580,460,40220,1960,29610,12430,123470,40310,0,0,0,0,230,15110,19834595,44470,20098384,38520,10855568,34970,242285,28700,833175,27280,638030,10320,31771,10450,887997,27740,2815364,14710,1035650,0,340,2720,7790,225133,10320,1375302,14830,263789,740,181,2170,70872,3660,51566,140,1253,0,0,26950,634742,26940,621487,5190,10996,16510,834390,9488432,500,18569,9970,143302,0,0,15850,222597,10220,9614,15850,152324,16490,170226,13600,216501,40,264,530,198,1510,27842,14850,284327,310,4335,16200,319698,44460,17849835,44450,4104212,280,4120,0,0,29300,117994,13980,25186,3380,1836,0,0,0,0,15710,45279,50,210,10030,104446,0,0,0,0,0,0,44130,4222677,0,0,0,0,0,0,0,0,0,0,44420,3973004,44440,4249300,21610,37399,23970,92432,21580,453837,21630,441832,15880,184884,5780,210760
34,NJ,0,1,1326290,973240,131300,202270,1165610,95050,781300,758090,1610070,473040,41250,18960,22300,5280,180460,255250,16138087,1326280,16447218,1015120,12220803,201320,146424,141550,252689,129940,165754,16440,9524,226770,1682642,111150,136181,176000,1663644,830,48870,246636,64420,134290,19500,48113,252700,309131,3580,835,80,716,10720,46067,3410,12785,46800,49201,1282500,16317418,1282490,16004205,173370,313153,42990,949011,620847,33230,405375,9330,11103,24980,15235,33280,273737,1080,1083,37840,248819,41570,289701,20520,161716,40,220,140,139,500,547,26230,46358,580,5697,42910,29082,523920,2807793,505520,281361,0,0,12890,4843,178040,63499,8560,426,8260,2956,41030,21433,42080,7203,80360,29424,110,104,197520,279566,46070,303215,47680,297530,25080,14504,1163870,2412768,404490,984461,347360,845858,218890,338081,57850,50187,27280,22585,374320,217543,552500,517594,0,0,0,0,142760,134699,1083570,2026386,1076060,2007385,8470,13869
34,NJ,0,2,922560,521820,175820,200540,834090,52350,557810,628740,1596810,513810,20860,9610,11250,540,158620,193560,33696140,922560,34175600,795270,27572063,177780,172978,113930,320539,104610,214871,68700,36412,119550,1285220,89070,231515,160350,2935219,860,50660,350447,136970,1054067,25150,202512,214560,479460,17590,4248,780,8207,13400,77114,14940,61935,104450,124845,849880,13383697,849880,13176264,109830,207353,72880,1679113,2783172,45270,556420,43310,69187,27860,23645,58270,462978,7060,10896,66570,457128,72260,533296,44730,364327,600,3569,650,402,1010,1521,55730,164914,3220,31418,89300,150326,911240,18455099,904660,2022799,0,0,34360,28762,392920,466285,24330,2231,47510,30107,78060,86939,108810,20434,266890,322490,2590,4058,89350,244661,51560,318099,53490,333803,48320,33491,893640,3670052,189320,410499,164250,342568,180600,348328,51780,45894,15600,16298,698710,1556714,747110,1839858,0,0,0,0,135590,227571,780670,2045612,772360,2015908,11740,26556
34,NJ,0,3,607740,312380,177570,98850,546490,36200,384530,379160,1093280,310950,6720,1580,5140,0,71240,168570,37472687,607750,37947939,517330,29122875,190690,213536,127580,449516,118290,312814,117260,87868,80260,991503,99850,341073,151610,4085804,1100,29780,226595,124130,2076406,24860,296587,173110,475252,28520,7027,1800,20724,13390,104352,15830,77949,89460,107742,503090,8564594,503090,8391811,91350,172920,104820,2426938,6598061,45730,582290,79740,206535,24700,25338,92000,716313,11430,14258,97910,778086,104610,847274,77920,643264,1050,6580,2240,1602,1280,1762,84450,278001,5040,49994,70990,189188,605430,26243109,604010,3282146,20,43,13730,32163,233160,466426,33880,3858,29070,17538,48440,63197,21790,3715,176580,367661,3920,9384,58620,193001,11980,88891,18490,126644,17880,18335,596480,4014640,1130,476,450,196,38530,66677,33130,31688,930,1329,563810,2815618,576030,3036026,0,0,0,0,133660,304292,472580,1268972,462750,1232419,14370,39889
34,NJ,0,4,416080,155620,196570,51830,374520,22320,277460,242710,860570,248530,1770,40,1730,0,33570,135290,36097251,416070,36494099,352900,26864851,171220,222532,121300,517247,113250,368271,130730,129280,61850,888284,96800,446245,128820,4513371,540,21120,152781,102180,2227180,22420,326611,105730,396848,18640,4757,920,14087,7380,67324,7770,44878,34900,36942,313870,6151202,313860,6006970,72160,143649,101860,2516510,8881697,33030,452694,84750,328112,14700,17372,93100,771890,8050,8699,95710,852853,101600,916464,81560,734434,1280,8393,1480,1105,1090,1887,85730,320530,2600,30564,61210,202266,415120,27160752,414370,3704813,20,70,4660,19695,176660,418865,32960,5128,22250,13551,30400,42549,0,0,140540,337779,1910,6594,45580,171576,780,4691,6310,40514,6590,9902,410850,4154798,0,0,0,0,4790,9996,22980,21606,70,103,406360,3285386,409560,3486313,0,0,0,0,110220,314989,304260,973874,294180,928199,11340,39480
34,NJ,0,5,754680,146290,549670,49320,684190,43510,518560,359980,1932980,630160,260,0,260,0,35050,240650,104933249,754680,106173157,665280,79342105,406540,674651,313290,1792607,295510,1330265,325550,421988,140510,2906547,258420,2014957,251180,11827285,2470,42970,312079,169180,4506224,70790,1769146,244200,1239908,57500,16021,11710,199239,24490,273222,28170,173302,73430,82281,521070,11655401,521060,11397799,122970,258826,234220,6786054,33479122,53020,831747,211340,1477933,22470,33109,219970,2175728,20780,20497,221780,2145949,234040,2331546,200440,2387532,3030,23578,9040,5667,6900,23428,208820,1015216,10030,160606,155640,794472,753980,85579616,753330,13441759,630,3578,1410,8044,422360,1151765,100860,29143,76620,48213,66560,93851,0,0,338410,910638,4190,22160,106870,522812,60,311,1960,12056,4260,10193,748910,13596603,0,0,0,0,620,2046,56300,55457,20,65,750130,12289944,751510,12895747,7320,1820,890,252,293140,1236678,460380,1916050,432930,1709688,35420,210582
34,NJ,0,6,386710,34250,336340,8580,357460,18210,288380,106030,1161630,442850,0,0,0,0,1850,106470,184001762,386710,186700555,351380,113371935,299080,2389476,264220,6214933,254190,4714286,152220,1026825,89090,6571483,244790,18145186,110610,7612652,700,10230,82747,58000,1791642,103420,22116966,128660,2698793,16760,4404,25550,968679,31510,549587,4380,42446,0,0,186110,4377778,186100,4290962,39430,84158,199590,9682572,114921144,9130,229320,185230,7770793,11620,23813,190520,3078670,9640,10499,192800,1921216,199540,2319989,175630,3098714,1290,17611,5720,2952,22860,368780,185130,2687949,10130,318508,136820,3024691,386610,166348041,386540,40926798,6000,65145,0,0,275200,1294150,127370,459506,50550,30017,0,0,0,0,162880,472855,620,4587,88240,1013972,0,0,0,0,60,240,384470,41761566,0,0,0,0,0,0,0,0,0,0,386180,39592616,386500,41990175,223210,483525,221320,766114,204960,4237375,179260,3952390,133250,1381923,53530,2449433
35,NM,0,1,353070,238740,42470,68500,315970,19140,144210,240500,524680,170420,25180,10690,14490,3120,62950,81210,4415168,353060,4468868,270320,3488144,46880,27914,19270,38959,17080,23095,3290,1682,47190,300687,16960,23359,50650,513896,2980,7930,34273,14190,27397,4020,9885,50900,53700,990,226,20,193,2610,7987,800,2592,8820,6428,348800,4923793,348790,4815590,60060,108270,3820,87490,62156,2880,43969,870,983,1680,1348,2370,6495,290,136,2850,8402,3420,10193,1850,15971,0,0,20,2,20,24,1990,4804,120,1158,8460,5912,137810,747540,136760,75751,0,0,2240,985,55100,18587,840,40,1660,494,9520,4089,16780,2852,28810,10500,60,39,39540,52931,9280,61361,9550,60765,5590,3105,309320,734205,137750,352393,124590,321087,78210,118301,13020,9336,4180,3109,96410,57095,133930,114935,0,0,0,0,26900,21524,291730,640149,290410,636783,1410,2070
35,NM,0,2,232360,112650,58150,58720,209300,11670,98990,173120,454900,166380,7980,3480,4510,230,48430,51910,8360591,232350,8437308,198560,6773697,41940,32430,18370,50896,16560,31337,10880,6168,25420,205607,15980,50627,48150,994057,2780,6560,35239,38600,257120,4720,31192,43990,76717,5870,1417,230,1647,3080,12701,2860,10465,19470,17439,224800,3741809,224790,3678293,33480,63639,7380,167762,288063,4980,71021,4560,6950,2570,3317,5550,14687,1790,992,6310,22305,7330,25285,4750,38727,40,188,170,246,100,138,5410,21294,240,2301,19190,30441,230440,4384176,228980,476091,0,0,5630,4512,115230,136136,4160,256,7170,3573,15460,12388,38640,7775,85640,109682,1490,2114,18300,42695,9390,57761,9920,62133,9940,6784,226270,908454,64370,145765,58190,130717,60680,124023,8950,6404,2560,2321,162350,340497,173560,392772,0,0,0,0,36000,48829,195520,561383,193720,555459,2140,4150
35,NM,0,3,120910,47990,53170,18070,106790,7130,56900,78040,257580,83770,2270,600,1670,0,17550,38450,7443145,120910,7514012,99320,5479081,38330,36605,18810,72735,17140,45125,15240,9549,16920,144235,16620,84557,38640,1152826,1940,2920,15192,29710,445347,4900,53573,30530,70867,3840,985,200,2275,2510,13506,2640,11474,13930,14779,110940,2072827,110930,2025474,24840,47511,10040,237655,642450,4960,71158,8120,19656,1770,3411,8400,23447,2230,1331,8790,41001,9990,45971,7470,62273,130,650,590,181,200,621,7640,38251,870,12402,14390,36660,120660,5070618,120330,616080,0,0,2010,4729,55380,122993,5900,612,4060,2054,8270,8010,7540,1219,43280,105370,1870,4569,11260,31493,2000,13634,3060,19847,3330,3305,118710,721172,860,361,630,265,11950,21721,4670,3629,70,71,107310,493197,110410,533350,0,0,0,0,30430,63623,90310,248693,88010,241067,3110,7040
